transaction_id,user_id,amount,timestamp,merchant,transaction_type,location,device_info,is_fraud,hour,user_id_enc,merchant_enc,transaction_type_enc,location_enc,device_enc,avg_amount_per_user,txn_count_per_user,amount_dev,is_odd_hour,device_risk_score
3455,user_4,4847.42,2026-08-31 22:38:31.153465,Flipkart,refund,Pune,Android,0,22,33,1,0,4,0,4960.130344827586,116,-112.71034482758569,0,0.1
3456,user_41,914.01,2026-08-02 17:15:11.153465,Flipkart,send,Mumbai,iOS,0,17,35,1,2,3,2,4057.624609375,128,-3143.6146093750003,0,0.5
3457,user_16,213.32,2026-07-29 05:22:58.153465,Zomato,refund,Pune,iOS,0,5,7,5,0,4,2,3660.321525423729,118,-3447.0015254237287,1,0.5
3458,user_4,4459.85,2026-07-22 09:48:05.153465,Zomato,request,Chennai,Android,0,9,33,5,1,1,0,4960.130344827586,116,-500.2803448275854,0,0.1
3459,user_44,9893.75,2026-08-18 12:45:35.153465,Flipkart,send,Delhi,Android,0,12,38,1,2,2,0,17327.384636363637,110,-7433.634636363637,0,0.1
3460,user_25,4405.73,2026-08-01 21:58:21.153465,Amazon,refund,Pune,Android,0,21,17,0,0,4,0,3615.32544,125,790.4045599999995,0,0.1
3461,user_23,12859.62,2026-09-08 00:35:18.153465,Amazon,refund,Delhi,Android,0,0,15,0,0,2,0,21876.48723880597,134,-9016.86723880597,1,0.1
3462,user_38,12576.13,2026-09-01 14:22:55.153465,Walmart,refund,Pune,Android,0,14,31,4,0,4,0,17814.76077586207,116,-5238.63077586207,0,0.1
3463,user_14,14585.0,2026-09-02 01:12:39.153465,Zomato,send,Bangalore,iOS,0,1,5,5,2,0,2,18284.780597014927,134,-3699.7805970149275,1,0.5
3464,user_41,2243.1,2026-09-01 03:56:06.153465,Walmart,send,Delhi,Web,0,3,35,4,2,2,1,4057.624609375,128,-1814.5246093750002,1,0.2
3465,user_27,19859.06,2026-07-21 19:35:31.153465,Amazon,request,Chennai,Web,0,19,19,0,1,1,1,18537.69881355932,118,1321.3611864406812,0,0.2
3466,user_12,34523.85,2026-09-07 15:59:07.153465,Paytm,refund,Delhi,iOS,0,15,3,2,0,2,2,52530.11026548673,113,-18006.26026548673,0,0.5
3467,user_45,4111.09,2026-08-28 00:48:02.153465,Walmart,request,Delhi,Android,0,0,39,4,1,2,0,3748.3989344262295,122,362.69106557377063,1,0.1
3468,user_1,2322.62,2026-08-29 10:00:38.153465,Amazon,refund,Bangalore,iOS,0,10,0,0,0,0,2,4037.2688695652173,115,-1714.6488695652174,0,0.5
3469,user_15,15747.21,2026-08-17 21:35:21.153465,Zomato,refund,Delhi,Web,0,21,6,5,0,2,1,17357.696608695653,115,-1610.4866086956536,0,0.2
3470,user_48,4865.58,2026-08-10 04:44:12.153465,Swiggy,refund,Pune,Android,0,4,42,3,0,4,0,4029.46368852459,122,836.1163114754099,1,0.1
3471,user_13,8078.08,2026-08-16 18:01:40.153465,Walmart,request,Pune,Web,0,18,4,4,1,4,1,16363.8575,124,-8285.7775,0,0.2
3472,user_1,1781.47,2026-07-27 11:41:58.153465,Zomato,send,Bangalore,Web,0,11,0,5,2,0,1,4037.2688695652173,115,-2255.7988695652175,0,0.2
3473,user_47,948.19,2026-08-08 04:05:27.153465,Amazon,send,Delhi,iOS,0,4,41,0,2,2,2,3883.282635658915,129,-2935.092635658915,1,0.5
3474,user_42,2613.8,2026-09-15 12:28:15.153465,Paytm,refund,Delhi,Android,0,12,36,2,0,2,0,4749.498305084746,118,-2135.6983050847457,0,0.1
3475,user_31,16937.92,2026-08-16 07:25:19.153465,Flipkart,send,Bangalore,Android,1,7,24,1,2,0,0,4894.9887499999995,96,12042.931249999998,0,0.1
3476,user_2,121464.18,2026-07-23 19:54:52.153465,Swiggy,send,Mumbai,iOS,1,19,11,3,2,3,2,47401.46406779661,118,74062.71593220338,0,0.5
3477,user_4,3694.69,2026-09-03 19:27:16.153465,Paytm,request,Pune,iOS,0,19,33,2,1,4,2,4960.130344827586,116,-1265.4403448275857,0,0.5
3478,user_27,15255.34,2026-09-14 02:03:46.153465,Walmart,send,Chennai,Web,0,2,19,4,2,1,1,18537.69881355932,118,-3282.35881355932,1,0.2
3479,user_3,59809.01,2026-08-05 06:55:50.153465,Zomato,refund,Chennai,Web,0,6,22,5,0,1,1,51628.90211538462,104,8180.107884615383,1,0.2
3480,user_38,15746.12,2026-08-30 07:45:10.153465,Paytm,send,Chennai,Android,0,7,31,2,2,1,0,17814.76077586207,116,-2068.640775862068,0,0.1
3481,user_16,4102.22,2026-09-01 03:21:52.153465,Zomato,request,Bangalore,Web,0,3,7,5,1,0,1,3660.321525423729,118,441.8984745762714,1,0.2
3482,user_46,310.53,2026-07-29 17:32:16.153465,Paytm,send,Delhi,Web,0,17,40,2,2,2,1,4824.613684210526,133,-4514.083684210526,0,0.2
3483,user_11,4246.06,2026-08-01 14:23:05.153465,Flipkart,refund,Delhi,Android,0,14,2,1,0,2,0,3819.240342465753,146,426.8196575342472,0,0.1
3484,user_47,3652.1,2026-08-22 07:46:08.153465,Walmart,send,Pune,Web,0,7,41,4,2,4,1,3883.282635658915,129,-231.18263565891493,0,0.2
3485,user_12,23399.38,2026-08-09 20:38:38.153465,Walmart,request,Pune,Web,0,20,3,4,1,4,1,52530.11026548673,113,-29130.730265486727,0,0.2
3486,user_2,54702.07,2026-09-15 01:41:52.153465,Amazon,send,Mumbai,Web,1,1,11,0,2,3,1,47401.46406779661,118,7300.605932203391,1,0.2
3487,user_37,6399.43,2026-08-12 18:15:51.153465,Zomato,refund,Mumbai,Web,0,18,30,5,0,3,1,15907.096030534352,131,-9507.666030534352,0,0.2
3488,user_4,1927.41,2026-07-26 19:56:44.153465,Flipkart,send,Bangalore,iOS,0,19,33,1,2,0,2,4960.130344827586,116,-3032.720344827586,0,0.5
3489,user_34,2880.23,2026-08-06 07:18:33.153465,Swiggy,send,Mumbai,Web,1,7,27,3,2,3,1,4524.1720000000005,120,-1643.9420000000005,0,0.2
3490,user_42,34057.7,2026-09-08 02:20:41.153465,Walmart,request,Delhi,Web,1,2,36,4,1,2,1,4749.498305084746,118,29308.201694915253,1,0.2
3491,user_35,6296.77,2026-07-21 21:46:07.153465,Walmart,refund,Chennai,Android,0,21,28,4,0,1,0,15800.978582677166,127,-9504.208582677165,0,0.1
3492,user_44,41497.78,2026-08-22 10:47:07.153465,Paytm,request,Mumbai,Web,1,10,38,2,1,3,1,17327.384636363637,110,24170.395363636362,0,0.2
3493,user_45,2799.58,2026-09-07 22:50:09.153465,Walmart,refund,Pune,Android,0,22,39,4,0,4,0,3748.3989344262295,122,-948.8189344262296,0,0.1
3494,user_24,11354.19,2026-09-02 16:57:20.153465,Walmart,send,Delhi,iOS,0,16,16,4,2,2,2,20664.321171875,128,-9310.131171874998,0,0.5
3495,user_43,5629.43,2026-09-13 04:21:55.153465,Paytm,send,Pune,iOS,0,4,37,2,2,4,2,15429.552764227643,123,-9800.122764227643,1,0.5
3496,user_27,16037.97,2026-08-31 17:20:54.153465,Flipkart,send,Bangalore,Android,0,17,19,1,2,0,0,18537.69881355932,118,-2499.7288135593208,0,0.1
3497,user_14,18197.32,2026-08-12 04:12:23.153465,Paytm,request,Bangalore,iOS,0,4,5,2,1,0,2,18284.780597014927,134,-87.46059701492777,1,0.5
3498,user_39,3602.27,2026-07-22 04:41:11.153465,Flipkart,request,Delhi,Web,1,4,32,1,1,2,1,4488.573909090909,110,-886.3039090909092,1,0.2
3499,user_12,25680.8,2026-09-14 08:18:56.153465,Swiggy,request,Bangalore,Android,0,8,3,3,1,0,0,52530.11026548673,113,-26849.31026548673,0,0.1
3500,user_14,48185.35,2026-08-31 22:30:05.153465,Zomato,refund,Bangalore,iOS,1,22,5,5,0,0,2,18284.780597014927,134,29900.56940298507,0,0.5
3501,user_10,2290.67,2026-08-05 21:39:16.153465,Zomato,refund,Pune,iOS,0,21,1,5,0,4,2,4115.205169491525,118,-1824.5351694915253,0,0.5
3502,user_25,488.77,2026-07-30 00:29:01.153465,Zomato,refund,Chennai,iOS,0,0,17,5,0,1,2,3615.32544,125,-3126.55544,1,0.5
3503,user_8,31569.29,2026-08-13 03:09:43.153465,Walmart,send,Mumbai,Android,1,3,48,4,2,3,0,4162.542654867257,113,27406.747345132746,1,0.1
3504,user_20,6709.44,2026-09-03 17:09:16.153465,Amazon,request,Bangalore,Android,0,17,12,0,1,0,0,19935.082280701754,114,-13225.642280701755,0,0.1
3505,user_21,1505.39,2026-07-22 14:59:53.153465,Paytm,refund,Delhi,Web,0,14,13,2,0,2,1,4244.438115942029,138,-2739.0481159420287,0,0.2
3506,user_43,10136.81,2026-07-29 11:27:40.153465,Zomato,send,Mumbai,iOS,0,11,37,5,2,3,2,15429.552764227643,123,-5292.742764227643,0,0.5
3507,user_41,34679.25,2026-09-07 10:39:53.153465,Amazon,request,Chennai,Web,0,10,35,0,1,1,1,4057.624609375,128,30621.625390625,0,0.2
3508,user_20,16827.86,2026-09-18 20:09:26.153465,Paytm,refund,Mumbai,Web,1,20,12,2,0,3,1,19935.082280701754,114,-3107.2222807017533,0,0.2
3509,user_35,6869.79,2026-08-26 22:44:51.153465,Amazon,send,Mumbai,Android,0,22,28,0,2,3,0,15800.978582677166,127,-8931.188582677165,0,0.1
3510,user_6,1324.83,2026-09-02 11:45:00.153465,Zomato,request,Delhi,Web,1,11,46,5,1,2,1,3699.0514728682174,129,-2374.2214728682175,0,0.2
3511,user_19,2367.53,2026-08-04 02:26:22.153465,Zomato,send,Bangalore,Android,0,2,10,5,2,0,0,3644.202786885246,122,-1276.6727868852458,1,0.1
3512,user_28,4480.82,2026-09-18 23:00:27.153465,Walmart,refund,Delhi,iOS,1,23,20,4,0,2,2,4678.404529914529,117,-197.5845299145294,0,0.5
3513,user_46,1389.24,2026-09-12 19:38:37.153465,Swiggy,send,Chennai,Web,1,19,40,3,2,1,1,4824.613684210526,133,-3435.3736842105263,0,0.2
3514,user_22,42703.24,2026-08-03 17:00:17.153465,Walmart,request,Pune,Web,1,17,14,4,1,4,1,18343.150086206897,116,24360.0899137931,0,0.2
3515,user_45,2880.87,2026-08-11 05:18:27.153465,Zomato,refund,Chennai,Web,0,5,39,5,0,1,1,3748.3989344262295,122,-867.5289344262296,1,0.2
3516,user_20,7281.64,2026-09-04 04:06:19.153465,Zomato,refund,Delhi,iOS,0,4,12,5,0,2,2,19935.082280701754,114,-12653.442280701754,1,0.5
3517,user_6,3044.73,2026-08-21 03:28:21.153465,Paytm,request,Mumbai,Web,0,3,46,2,1,3,1,3699.0514728682174,129,-654.3214728682174,1,0.2
3518,user_31,1479.78,2026-09-18 08:42:38.153465,Walmart,send,Chennai,iOS,0,8,24,4,2,1,2,4894.9887499999995,96,-3415.20875,0,0.5
3519,user_30,18131.15,2026-08-12 11:59:39.153465,Swiggy,request,Bangalore,Web,0,11,23,3,1,0,1,20780.866470588233,119,-2649.7164705882315,0,0.2
3520,user_11,1526.28,2026-09-18 08:10:27.153465,Zomato,refund,Mumbai,iOS,0,8,2,5,0,3,2,3819.240342465753,146,-2292.9603424657535,0,0.5
3521,user_19,1629.4,2026-08-24 17:12:08.153465,Walmart,refund,Pune,iOS,0,17,10,4,0,4,2,3644.202786885246,122,-2014.802786885246,0,0.5
3522,user_16,2505.38,2026-09-15 20:27:20.153465,Swiggy,send,Pune,Web,0,20,7,3,2,4,1,3660.321525423729,118,-1154.9415254237288,0,0.2
3523,user_2,43366.29,2026-08-18 20:54:35.153465,Amazon,request,Pune,iOS,0,20,11,0,1,4,2,47401.46406779661,118,-4035.174067796608,0,0.5
3524,user_23,44618.89,2026-07-27 00:43:22.153465,Swiggy,refund,Delhi,iOS,1,0,15,3,0,2,2,21876.48723880597,134,22742.40276119403,1,0.5
3525,user_47,9432.52,2026-07-25 19:56:05.153465,Flipkart,request,Bangalore,Android,1,19,41,1,1,0,0,3883.282635658915,129,5549.237364341086,0,0.1
3526,user_2,115012.39,2026-09-14 00:30:33.153465,Paytm,request,Mumbai,Android,1,0,11,2,1,3,0,47401.46406779661,118,67610.92593220339,1,0.1
3527,user_25,264.98,2026-08-29 18:53:49.153465,Amazon,request,Bangalore,iOS,0,18,17,0,1,0,2,3615.32544,125,-3350.34544,0,0.5
3528,user_37,15771.7,2026-08-17 22:36:56.153465,Walmart,send,Delhi,iOS,0,22,30,4,2,2,2,15907.096030534352,131,-135.39603053435167,0,0.5
3529,user_32,1032.49,2026-08-09 16:31:51.153465,Walmart,request,Delhi,iOS,0,16,25,4,1,2,2,3596.741,130,-2564.251,0,0.5
3530,user_49,6823.32,2026-08-15 13:08:56.153465,Flipkart,send,Chennai,iOS,0,13,43,1,2,1,2,19333.43277227723,101,-12510.112772277229,0,0.5
3531,user_48,4183.31,2026-08-11 15:09:06.153465,Amazon,refund,Bangalore,iOS,1,15,42,0,0,0,2,4029.46368852459,122,153.8463114754104,0,0.5
3532,user_36,1519.4,2026-09-17 16:01:51.153465,Amazon,refund,Chennai,Android,0,16,29,0,0,1,0,4483.898691588785,107,-2964.4986915887853,0,0.1
3533,user_29,4214.71,2026-09-07 23:01:04.153465,Walmart,request,Delhi,Web,0,23,21,4,1,2,1,4165.22631147541,122,49.483688524590434,0,0.2
3534,user_25,15087.37,2026-09-07 08:08:50.153465,Amazon,refund,Delhi,Android,1,8,17,0,0,2,0,3615.32544,125,11472.04456,0,0.1
3535,user_49,107796.03,2026-07-28 09:43:27.153465,Paytm,send,Bangalore,iOS,1,9,43,2,2,0,2,19333.43277227723,101,88462.59722772277,0,0.5
3536,user_20,15632.61,2026-07-23 07:28:47.153465,Flipkart,send,Mumbai,iOS,0,7,12,1,2,3,2,19935.082280701754,114,-4302.472280701753,0,0.5
3537,user_48,1847.33,2026-08-25 06:40:00.153465,Swiggy,send,Mumbai,Web,0,6,42,3,2,3,1,4029.46368852459,122,-2182.13368852459,1,0.2
3538,user_47,1708.57,2026-09-17 14:16:33.153465,Amazon,send,Mumbai,iOS,0,14,41,0,2,3,2,3883.282635658915,129,-2174.712635658915,0,0.5
3539,user_37,13439.66,2026-08-14 18:22:46.153465,Zomato,refund,Pune,Web,0,18,30,5,0,4,1,15907.096030534352,131,-2467.4360305343525,0,0.2
3540,user_31,3202.43,2026-08-13 20:52:14.153465,Zomato,send,Mumbai,Web,0,20,24,5,2,3,1,4894.9887499999995,96,-1692.5587499999997,0,0.2
3541,user_47,367.91,2026-09-16 16:13:33.153465,Flipkart,refund,Pune,Web,0,16,41,1,0,4,1,3883.282635658915,129,-3515.372635658915,0,0.2
3542,user_1,2192.5,2026-08-23 19:49:39.153465,Paytm,send,Delhi,Android,0,19,0,2,2,2,0,4037.2688695652173,115,-1844.7688695652173,0,0.1
3543,user_33,8240.44,2026-08-10 07:34:28.153465,Flipkart,refund,Pune,Web,0,7,26,1,0,4,1,3974.536484375,128,4265.903515625001,0,0.2
3544,user_12,31622.63,2026-07-31 06:46:46.153465,Amazon,request,Chennai,Web,0,6,3,0,1,1,1,52530.11026548673,113,-20907.480265486727,1,0.2
3545,user_12,44128.54,2026-07-29 05:42:42.153465,Amazon,send,Mumbai,Web,0,5,3,0,2,3,1,52530.11026548673,113,-8401.570265486727,1,0.2
3546,user_35,14618.54,2026-08-24 03:17:58.153465,Swiggy,send,Mumbai,Web,0,3,28,3,2,3,1,15800.978582677166,127,-1182.438582677165,1,0.2
3547,user_39,512.5,2026-08-13 02:33:26.153465,Zomato,refund,Chennai,Web,1,2,32,5,0,1,1,4488.573909090909,110,-3976.073909090909,1,0.2
3548,user_46,31265.02,2026-09-03 22:33:55.153465,Walmart,send,Delhi,Web,1,22,40,4,2,2,1,4824.613684210526,133,26440.406315789474,0,0.2
3549,user_26,25421.8,2026-08-13 02:15:45.153465,Amazon,request,Chennai,Android,1,2,18,0,1,1,0,4396.555663716814,113,21025.244336283184,1,0.1
3550,user_11,1914.51,2026-08-04 11:37:05.153465,Walmart,refund,Chennai,Android,0,11,2,4,0,1,0,3819.240342465753,146,-1904.7303424657532,0,0.1
3551,user_24,54961.3,2026-08-01 22:41:49.153465,Walmart,refund,Pune,Web,1,22,16,4,0,4,1,20664.321171875,128,34296.97882812501,0,0.2
3552,user_21,2005.35,2026-08-20 02:42:29.153465,Amazon,request,Chennai,Android,0,2,13,0,1,1,0,4244.438115942029,138,-2239.088115942029,1,0.1
3553,user_5,12815.86,2026-07-22 01:08:29.153465,Swiggy,refund,Bangalore,Web,0,1,44,3,0,0,1,21765.65124031008,129,-8949.791240310078,1,0.2
3554,user_7,16090.65,2026-08-27 09:17:02.153465,Walmart,request,Mumbai,Android,0,9,47,4,1,3,0,60187.18528,125,-44096.53528,0,0.1
3555,user_28,4767.77,2026-08-22 01:43:51.153465,Flipkart,request,Delhi,Android,0,1,20,1,1,2,0,4678.404529914529,117,89.36547008547132,1,0.1
3556,user_11,1311.71,2026-07-25 00:45:32.153465,Zomato,send,Bangalore,Web,0,0,2,5,2,0,1,3819.240342465753,146,-2507.530342465753,1,0.2
3557,user_31,3267.47,2026-09-14 19:31:20.153465,Flipkart,send,Delhi,Web,0,19,24,1,2,2,1,4894.9887499999995,96,-1627.5187499999997,0,0.2
3558,user_45,13646.87,2026-09-14 21:29:17.153465,Zomato,request,Pune,Android,1,21,39,5,1,4,0,3748.3989344262295,122,9898.47106557377,0,0.1
3559,user_31,2168.66,2026-08-12 00:41:25.153465,Walmart,request,Bangalore,Android,0,0,24,4,1,0,0,4894.9887499999995,96,-2726.3287499999997,1,0.1
3560,user_25,571.09,2026-07-28 22:32:38.153465,Swiggy,request,Delhi,Web,1,22,17,3,1,2,1,3615.32544,125,-3044.23544,0,0.2
3561,user_50,2332.65,2026-08-27 14:32:20.153465,Flipkart,refund,Chennai,Web,0,14,45,1,0,1,1,4276.488269230769,104,-1943.8382692307691,0,0.2
3562,user_40,16910.25,2026-08-26 16:06:18.153465,Paytm,send,Delhi,Web,0,16,34,2,2,2,1,18950.453564356438,101,-2040.2035643564377,0,0.2
3563,user_6,1870.47,2026-08-04 21:36:52.153465,Swiggy,request,Delhi,Android,0,21,46,3,1,2,0,3699.0514728682174,129,-1828.5814728682174,0,0.1
3564,user_11,30854.39,2026-07-29 00:26:43.153465,Zomato,refund,Chennai,iOS,1,0,2,5,0,1,2,3819.240342465753,146,27035.149657534246,1,0.5
3565,user_15,16322.79,2026-09-01 20:34:03.153465,Walmart,refund,Mumbai,Web,0,20,6,4,0,3,1,17357.696608695653,115,-1034.9066086956518,0,0.2
3566,user_30,13265.38,2026-07-25 10:46:48.153465,Walmart,send,Mumbai,Web,0,10,23,4,2,3,1,20780.866470588233,119,-7515.486470588234,0,0.2
3567,user_39,4025.27,2026-08-17 01:29:55.153465,Walmart,send,Pune,Android,0,1,32,4,2,4,0,4488.573909090909,110,-463.3039090909092,1,0.1
3568,user_24,18006.09,2026-08-06 08:50:28.153465,Walmart,request,Mumbai,Web,0,8,16,4,1,3,1,20664.321171875,128,-2658.231171874999,0,0.2
3569,user_27,9664.17,2026-07-23 18:05:46.153465,Paytm,send,Bangalore,iOS,0,18,19,2,2,0,2,18537.69881355932,118,-8873.52881355932,0,0.5
3570,user_2,27507.92,2026-08-02 22:09:20.153465,Swiggy,send,Delhi,Android,0,22,11,3,2,2,0,47401.46406779661,118,-19893.54406779661,0,0.1
3571,user_27,7491.55,2026-08-21 12:09:55.153465,Flipkart,request,Pune,Web,1,12,19,1,1,4,1,18537.69881355932,118,-11046.14881355932,0,0.2
3572,user_29,3244.06,2026-07-27 00:56:07.153465,Walmart,send,Pune,Android,0,0,21,4,2,4,0,4165.22631147541,122,-921.1663114754097,1,0.1
3573,user_39,2534.33,2026-08-13 23:52:14.153465,Paytm,request,Delhi,Web,0,23,32,2,1,2,1,4488.573909090909,110,-1954.2439090909093,0,0.2
3574,user_11,642.32,2026-08-07 19:14:08.153465,Paytm,send,Pune,Android,0,19,2,2,2,4,0,3819.240342465753,146,-3176.920342465753,0,0.1
3575,user_17,4803.67,2026-08-23 07:52:38.153465,Flipkart,send,Pune,Web,0,7,8,1,2,4,1,4173.412348484848,132,630.2576515151522,0,0.2
3576,user_20,18974.7,2026-08-07 04:27:40.153465,Amazon,refund,Bangalore,Web,0,4,12,0,0,0,1,19935.082280701754,114,-960.3822807017532,1,0.2
3577,user_11,619.85,2026-09-07 09:09:26.153465,Flipkart,request,Chennai,Web,1,9,2,1,1,1,1,3819.240342465753,146,-3199.3903424657533,0,0.2
3578,user_26,1442.45,2026-08-26 09:56:56.153465,Amazon,refund,Bangalore,Android,0,9,18,0,0,0,0,4396.555663716814,113,-2954.105663716814,0,0.1
3579,user_48,682.83,2026-07-27 14:58:46.153465,Swiggy,request,Delhi,Web,0,14,42,3,1,2,1,4029.46368852459,122,-3346.63368852459,0,0.2
3580,user_25,4507.73,2026-09-10 06:27:23.153465,Paytm,refund,Bangalore,Android,1,6,17,2,0,0,0,3615.32544,125,892.4045599999995,1,0.1
3581,user_36,569.91,2026-09-12 05:25:56.153465,Flipkart,refund,Mumbai,Web,0,5,29,1,0,3,1,4483.898691588785,107,-3913.9886915887855,1,0.2
3582,user_21,861.34,2026-08-02 15:39:00.153465,Paytm,refund,Delhi,iOS,0,15,13,2,0,2,2,4244.438115942029,138,-3383.098115942029,0,0.5
3583,user_44,6072.11,2026-09-15 22:13:21.153465,Walmart,send,Delhi,iOS,0,22,38,4,2,2,2,17327.384636363637,110,-11255.274636363636,0,0.5
3584,user_45,4960.53,2026-09-13 10:40:42.153465,Paytm,send,Pune,Web,1,10,39,2,2,4,1,3748.3989344262295,122,1212.1310655737702,0,0.2
3585,user_37,7097.39,2026-08-18 18:48:36.153465,Flipkart,send,Delhi,Android,0,18,30,1,2,2,0,15907.096030534352,131,-8809.706030534351,0,0.1
3586,user_30,7704.68,2026-09-15 21:31:35.153465,Flipkart,refund,Pune,Android,0,21,23,1,0,4,0,20780.866470588233,119,-13076.186470588233,0,0.1
3587,user_27,18524.94,2026-08-19 15:18:02.153465,Walmart,request,Bangalore,Web,0,15,19,4,1,0,1,18537.69881355932,118,-12.758813559321425,0,0.2
3588,user_12,42045.1,2026-08-28 16:47:33.153465,Swiggy,request,Pune,Android,0,16,3,3,1,4,0,52530.11026548673,113,-10485.01026548673,0,0.1
3589,user_37,15651.95,2026-08-06 16:30:49.153465,Zomato,send,Delhi,iOS,0,16,30,5,2,2,2,15907.096030534352,131,-255.14603053435167,0,0.5
3590,user_16,11668.27,2026-08-10 20:01:13.153465,Amazon,send,Delhi,Android,0,20,7,0,2,2,0,3660.321525423729,118,8007.948474576271,0,0.1
3591,user_38,9305.87,2026-08-18 02:12:57.153465,Flipkart,request,Delhi,Web,0,2,31,1,1,2,1,17814.76077586207,116,-8508.890775862068,1,0.2
3592,user_16,4317.76,2026-09-05 04:23:37.153465,Zomato,send,Chennai,iOS,0,4,7,5,2,1,2,3660.321525423729,118,657.4384745762713,1,0.5
3593,user_39,2091.56,2026-09-18 15:30:55.153465,Amazon,request,Bangalore,iOS,0,15,32,0,1,0,2,4488.573909090909,110,-2397.0139090909092,0,0.5
3594,user_27,41919.66,2026-09-09 22:20:07.153465,Amazon,send,Chennai,iOS,1,22,19,0,2,1,2,18537.69881355932,118,23381.961186440683,0,0.5
3595,user_24,7226.66,2026-08-12 15:45:49.153465,Amazon,request,Pune,iOS,0,15,16,0,1,4,2,20664.321171875,128,-13437.661171875,0,0.5
3596,user_18,12805.43,2026-08-15 23:02:21.153465,Amazon,send,Pune,Android,0,23,9,0,2,4,0,4267.170924369748,119,8538.259075630252,0,0.1
3597,user_25,3166.27,2026-08-13 09:26:44.153465,Walmart,request,Chennai,iOS,0,9,17,4,1,1,2,3615.32544,125,-449.0554400000001,0,0.5
3598,user_11,3519.26,2026-07-26 00:48:11.153465,Flipkart,send,Pune,iOS,0,0,2,1,2,4,2,3819.240342465753,146,-299.980342465753,1,0.5
3599,user_16,4287.67,2026-08-27 09:12:18.153465,Walmart,request,Bangalore,iOS,1,9,7,4,1,0,2,3660.321525423729,118,627.3484745762712,0,0.5
3600,user_17,4612.19,2026-07-26 13:10:33.153465,Paytm,refund,Mumbai,Android,0,13,8,2,0,3,0,4173.412348484848,132,438.7776515151518,0,0.1
3601,user_5,57463.08,2026-09-05 17:39:11.153465,Paytm,refund,Delhi,iOS,1,17,44,2,0,2,2,21765.65124031008,129,35697.42875968992,0,0.5
3602,user_33,3858.06,2026-09-08 11:39:20.153465,Paytm,send,Delhi,iOS,0,11,26,2,2,2,2,3974.536484375,128,-116.47648437499993,0,0.5
3603,user_10,1501.73,2026-08-27 08:50:46.153465,Paytm,send,Mumbai,Web,0,8,1,2,2,3,1,4115.205169491525,118,-2613.4751694915253,0,0.2
3604,user_45,11509.42,2026-09-11 00:57:58.153465,Paytm,request,Chennai,iOS,1,0,39,2,1,1,2,3748.3989344262295,122,7761.02106557377,1,0.5
3605,user_20,8332.32,2026-08-01 12:11:21.153465,Flipkart,refund,Mumbai,Android,0,12,12,1,0,3,0,19935.082280701754,114,-11602.762280701754,0,0.1
3606,user_6,1918.07,2026-07-31 08:24:54.153465,Amazon,send,Bangalore,iOS,0,8,46,0,2,0,2,3699.0514728682174,129,-1780.9814728682175,0,0.5
3607,user_43,19247.58,2026-08-11 02:26:21.153465,Zomato,refund,Bangalore,iOS,1,2,37,5,0,0,2,15429.552764227643,123,3818.027235772359,1,0.5
3608,user_10,804.34,2026-08-28 20:45:15.153465,Walmart,refund,Pune,Web,0,20,1,4,0,4,1,4115.205169491525,118,-3310.865169491525,0,0.2
3609,user_2,45021.64,2026-09-17 15:14:42.153465,Zomato,send,Mumbai,Android,0,15,11,5,2,3,0,47401.46406779661,118,-2379.8240677966096,0,0.1
3610,user_25,3646.54,2026-08-23 14:31:27.153465,Swiggy,send,Pune,iOS,0,14,17,3,2,4,2,3615.32544,125,31.214559999999892,0,0.5
3611,user_32,14128.14,2026-08-29 00:00:34.153465,Zomato,request,Chennai,iOS,1,0,25,5,1,1,2,3596.741,130,10531.399,1,0.5
3612,user_48,3030.86,2026-07-28 20:19:18.153465,Amazon,request,Chennai,iOS,0,20,42,0,1,1,2,4029.46368852459,122,-998.6036885245899,0,0.5
3613,user_26,3152.93,2026-08-13 04:59:00.153465,Swiggy,request,Bangalore,Web,0,4,18,3,1,0,1,4396.555663716814,113,-1243.625663716814,1,0.2
3614,user_15,13119.29,2026-09-17 04:06:11.153465,Zomato,refund,Chennai,iOS,0,4,6,5,0,1,2,17357.696608695653,115,-4238.406608695652,1,0.5
3615,user_34,1432.61,2026-08-04 23:39:47.153465,Walmart,refund,Mumbai,Android,0,23,27,4,0,3,0,4524.1720000000005,120,-3091.562000000001,0,0.1
3616,user_42,2049.46,2026-08-22 01:33:22.153465,Paytm,send,Chennai,Web,0,1,36,2,2,1,1,4749.498305084746,118,-2700.038305084746,1,0.2
3617,user_47,1215.57,2026-08-12 14:33:56.153465,Amazon,refund,Mumbai,Android,0,14,41,0,0,3,0,3883.282635658915,129,-2667.712635658915,0,0.1
3618,user_44,50545.3,2026-08-08 10:02:07.153465,Zomato,send,Bangalore,Web,0,10,38,5,2,0,1,17327.384636363637,110,33217.91536363636,0,0.2
3619,user_42,1926.83,2026-09-12 01:11:06.153465,Paytm,request,Mumbai,Web,1,1,36,2,1,3,1,4749.498305084746,118,-2822.668305084746,1,0.2
3620,user_42,3533.3,2026-08-02 22:38:13.153465,Swiggy,send,Delhi,Web,0,22,36,3,2,2,1,4749.498305084746,118,-1216.1983050847457,0,0.2
3621,user_29,2448.64,2026-08-11 17:01:47.153465,Amazon,refund,Pune,Web,0,17,21,0,0,4,1,4165.22631147541,122,-1716.5863114754097,0,0.2
